Position(bp)	Rate(cM/Mb)	Map(cM)
50008366	0.146565	72.511997
50008969	0.145895	72.512085
50009098	0.145969	72.512104
50010073	0.160730	72.512246
50010570	0.172580	72.512326
50011032	0.193544	72.512406
50011750	0.197723	72.512545
50011787	0.214856	72.512552
50011983	0.231466	72.512594
50012310	0.248314	72.512670
50012419	0.298223	72.512697
50013402	0.314123	72.512990
50013523	0.331051	72.513028
50013573	0.345455	72.513045
50014002	0.348124	72.513193
50014369	0.350077	72.513321
50015145	0.367373	72.513592
50015327	0.395107	72.513659
50015848	0.397261	72.513865
50017234	0.450202	72.514416
50017556	0.758364	72.514561
50018497	0.251307	72.515274
50019813	0.067934	72.515605
50020216	0.045243	72.515632
50021013	0.045114	72.515668
50021820	0.043782	72.515705
50021903	0.043068	72.515708
50022166	0.042310	72.515720
50025205	0.042279	72.515848
50025744	0.042265	72.515871
50026314	0.042265	72.515895
50030125	0.044261	72.516056
50030672	1.278549	72.516081
50031073	1.278554	72.516593
50031521	0.111304	72.517166
50032122	0.111281	72.517233
50034477	0.111262	72.517495
50034660	0.111417	72.517515
50034987	0.111422	72.517552
50037891	0.104912	72.517875
50041602	0.087988	72.518265
50041972	0.076601	72.518297
50042383	0.071466	72.518329
50043750	0.071091	72.518426
50043795	0.070764	72.518430
50044516	0.070521	72.518481
50044546	0.070684	72.518483
50044640	0.070035	72.518489
50044824	0.069660	72.518502
50048448	0.070715	72.518755
50048915	0.228408	72.518788
50049040	0.507713	72.518816
50050847	0.529640	72.519734
50050859	0.548074	72.519740
50050912	0.548074	72.519769
50051513	0.551117	72.520099
50051548	0.528641	72.520118
50051989	0.535126	72.520351
50052607	0.551518	72.520682
50053384	0.545686	72.521110
50053871	0.600456	72.521376
50054390	0.865160	72.521688
50054651	0.749194	72.521913
50057211	0.191285	72.523831
50058346	0.154713	72.524048
50059540	0.149989	72.524233
50060158	0.149875	72.524326
50062427	0.736264	72.524666
50066750	0.911547	72.527849
50069833	11.617360	72.530659
50070991	4.952861	72.544112
50071019	1.817776	72.544251
50072123	1.830181	72.546257
50072755	1.353840	72.547414
50073737	2.105034	72.548744
50076099	2.206198	72.553716
50076296	2.337248	72.554150
50077262	2.208801	72.556408
50077362	1.998845	72.556629
50077531	1.899967	72.556967
50078795	1.897079	72.559368
50079133	3.516818	72.560010
50079434	3.776704	72.561068
50079563	3.829447	72.561555
50079694	3.791094	72.562057
50080555	3.824552	72.565321
50080662	3.868823	72.565730
50081253	4.426544	72.568017
50081304	5.068933	72.568243
50081518	5.096942	72.569327
50081845	3.952594	72.570994
50081854	2.868431	72.571030
50082030	2.835906	72.571534
50082127	2.722401	72.571810
50082489	2.593817	72.572795
50082518	2.526399	72.572870
50082673	0.700297	72.573262
50082971	0.753414	72.573471
50083019	0.804108	72.573507
50083087	0.811018	72.573561
50083108	0.886518	72.573578
50083193	0.953247	72.573654
50083962	0.907898	72.574387
50084174	0.841883	72.574579
50084291	0.788062	72.574678
50084711	0.788794	72.575009
50085210	0.810467	72.575402
50085220	0.831441	72.575410
50085456	1.065876	72.575607
50085484	1.358097	72.575637
50085731	1.413132	72.575972
50086334	1.387137	72.576824
50086373	1.373831	72.576878
50086405	1.349687	72.576922
50086808	1.362130	72.577466
50086981	1.364275	72.577702
50087193	1.362906	72.577991
50087337	1.359378	72.578187
50087962	1.364147	72.579037
50088029	1.367870	72.579128
50088448	0.787122	72.579701
50090243	0.686981	72.581114
50090398	0.605068	72.581221
50091052	1.095688	72.581616
50091072	1.191459	72.581638
50091191	0.695691	72.581780
50091359	0.486994	72.581897
50091992	0.486606	72.582205
50092148	0.440508	72.582281
50092862	0.414361	72.582596
50092890	0.389383	72.582607
50095776	0.389392	72.583731
50095813	0.313954	72.583745
50095833	0.242050	72.583752
50096505	0.224920	72.583914
50096913	0.216821	72.584006
50097333	0.212527	72.584097
50098889	0.212294	72.584428
50099556	0.211960	72.584570
50099650	0.211709	72.584589
50099799	0.211371	72.584621
50099892	0.211376	72.584641
50100311	0.211328	72.584729
50100662	0.211323	72.584803
50101103	0.211735	72.584897
50101370	0.211733	72.584953
50101815	0.211754	72.585047
50102448	0.211715	72.585181
50102712	0.211644	72.585237
50102970	0.220172	72.585292
50103051	0.220172	72.585310
50103405	0.236909	72.585388
50103537	0.236874	72.585419
50103809	0.244675	72.585483
50104311	0.244748	72.585606
50104420	0.244743	72.585633
50104911	0.244732	72.585753
50105000	0.248247	72.585775
50105163	0.249888	72.585815
50107199	0.300355	72.586324
50107388	0.300911	72.586381
50107396	0.395336	72.586383
50107609	0.487668	72.586467
50107734	3.216267	72.586528
50107754	5.199872	72.586593
50107943	10.407888	72.587576
50108238	28.050018	72.590646
50108249	28.050018	72.590954
50108991	28.023732	72.611768
50109511	27.735436	72.626340
50110689	13.814755	72.659012
50111289	9.232639	72.667301
50112132	9.059914	72.675084
50113084	8.755998	72.683709
50113185	3.042252	72.684594
50114562	2.898624	72.688783
50117191	2.892260	72.696403
50117382	2.888256	72.696956
50118149	5.288876	72.699171
50118606	5.290462	72.701588
50118723	7.687755	72.702207
50119885	7.592951	72.711140
50120255	7.588274	72.713949
50120525	7.166271	72.715998
50124094	1.198689	72.741575
50128268	1.197952	72.746578
50132379	1.210422	72.751503
50134204	1.270185	72.753712
50135148	1.307345	72.754911
50138633	1.334302	72.759467
50142933	1.591801	72.765205
50142934	1.851567	72.765206
50144375	2.101824	72.767874
50145581	2.136121	72.770409
50146469	2.109706	72.772306
50146609	2.091085	72.772601
50149696	2.093855	72.779056
50152008	2.110716	72.783897
50152479	2.114681	72.784892
50152518	2.114825	72.784974
50152568	2.144477	72.785080
50152991	2.171324	72.785987
50153363	2.215165	72.786795
50153721	2.284239	72.787588
50154682	2.301685	72.789783
50158749	3.805506	72.799144
50162630	4.294717	72.813913
50164078	0.438235	72.820132
50166564	0.438083	72.821221
50168265	0.438286	72.821966
50169157	0.432093	72.822357
50169421	0.422970	72.822471
50170937	0.422234	72.823113
50172281	0.271756	72.823680
50173910	0.263693	72.824123
50175089	0.261070	72.824434
50178288	0.261518	72.825269
50180497	0.282178	72.825846
50181915	0.292440	72.826247
50181960	0.344619	72.826260
50182669	0.362287	72.826504
50182839	0.378630	72.826566
50183162	0.436590	72.826688
50184484	0.440566	72.827265
50184591	0.385667	72.827312
50184745	0.389495	72.827372
50184903	0.357738	72.827433
50185192	0.259894	72.827537
50185334	0.242077	72.827574
50186219	0.242227	72.827788
50186514	0.236055	72.827859
50186752	0.229206	72.827915
50187374	0.224854	72.828058
50187646	0.220247	72.828119
50190426	0.219678	72.828731
50192174	0.208914	72.829115
50193337	0.199190	72.829358
50193636	0.185958	72.829418
50195192	0.192458	72.829707
50195375	0.158993	72.829743
50198885	0.166737	72.830301
50202276	0.154653	72.830866
50203362	0.154094	72.831034
50204273	1.577074	72.831174
50204712	0.126909	72.831867
50205903	0.125179	72.832018
50207703	4.637397	72.832243
50208019	4.648263	72.833709
50208384	4.655950	72.835405
50208607	4.658993	72.836443
50208621	4.658993	72.836509
50209737	0.089101	72.841708
50209855	0.080740	72.841719
50209874	0.064073	72.841720
50211295	0.064073	72.841811
50218611	0.061898	72.842280
50223414	0.064449	72.842577
50225150	0.108362	72.842689
50225433	0.160793	72.842720
50227165	0.171775	72.842998
50227741	0.178417	72.843097
50230422	0.251915	72.843576
50231067	0.320537	72.843738
50231856	0.320501	72.843991
50236458	0.320347	72.845466
50237595	0.320254	72.845830
50241210	0.274919	72.846988
50243719	0.230267	72.847678
50243747	0.183120	72.847684
50244071	0.170096	72.847743
50244777	0.169129	72.847864
50245306	0.169106	72.847953
50245344	0.169101	72.847959
50245583	0.169118	72.848000
50246695	0.169106	72.848188
50249677	0.122766	72.848692
50249983	0.074691	72.848730
50252127	0.074691	72.848890
50252854	0.070013	72.848944
50253101	0.067642	72.848961
50253137	0.065451	72.848964
50253220	0.063420	72.848969
50253288	0.063446	72.848974
50254807	0.063203	72.849070
50255459	0.062815	72.849111
50255872	0.062815	72.849137
50256309	0.062598	72.849165
50256738	0.062157	72.849191
50257666	0.066932	72.849249
50258179	0.080000	72.849283
50258690	0.204360	72.849324
50258751	0.457559	72.849337
50258798	0.679617	72.849358
50258867	1.095400	72.849405
50258914	1.395694	72.849457
50259696	0.315211	72.850548
50259984	0.511742	72.850639
50260472	0.489024	72.850889
50260523	0.466397	72.850914
50260904	0.435787	72.851091
50261051	0.225234	72.851155
50261123	0.002637	72.851172
50262431	0.002637	72.851175
50263002	0.002631	72.851177
50264042	0.002624	72.851179
50266156	0.002624	72.851185
50268014	0.002624	72.851190
50269540	0.002624	72.851194
50270215	0.002624	72.851195
50270309	0.002624	72.851196
50270570	0.002631	72.851196
50271414	0.004181	72.851199
50271631	0.053217	72.851200
50272228	0.033497	72.851231
50273147	0.033497	72.851262
50273174	0.807788	72.851263
50273790	0.259117	72.851761
50273891	0.003399	72.851787
50275325	0.002617	72.851792
50276175	0.002477	72.851794
50276695	0.002137	72.851795
50277835	0.002137	72.851798
50277883	0.002138	72.851798
50278438	0.002138	72.851799
50278568	0.002138	72.851799
50280688	0.002138	72.851804
50280733	0.002138	72.851804
50281187	0.002138	72.851805
50281344	0.002138	72.851805
50281917	0.002138	72.851806
50282204	0.002441	72.851807
50282603	0.003205	72.851808
50282986	0.005973	72.851809
50284078	0.028217	72.851816
50284305	0.798343	72.851822
50285050	0.039907	72.852417
50288345	0.007017	72.852548
50290023	0.006898	72.852560
50290678	0.006898	72.852565
50294470	0.006898	72.852591
50294988	0.007049	72.852594
50297435	1.886797	72.852612
50297591	2.099513	72.852906
50297888	0.821842	72.853529
50298844	0.551269	72.854315
50298867	0.306267	72.854328
50298925	0.055894	72.854346
50299919	0.055041	72.854401
50300078	0.055041	72.854410
50300562	0.055036	72.854437
50301476	0.055036	72.854487
50302850	1.223334	72.854562
50303249	0.100044	72.855051
50303515	0.063350	72.855077
50306316	0.063380	72.855255
50306524	0.063408	72.855268
50307896	0.063891	72.855355
50307932	0.064215	72.855357
50313727	0.322814	72.855729
50314809	1.061894	72.856079
50315363	1.206002	72.856667
50317296	1.201968	72.858998
50317330	1.181843	72.859039
50320943	2.392890	72.863309
50426101	2.820671	73.114940
50426202	2.747403	73.115225
50426987	0.496179	73.117382
50429601	0.338312	73.118679
50429763	0.272250	73.118734
50429895	0.252555	73.118770
50430055	0.250917	73.118810
50430327	0.250660	73.118878
50430455	0.250456	73.118911
50430648	0.250509	73.118959
50432604	0.250620	73.119449
50434619	0.277673	73.119954
50435086	0.353432	73.120084
50439430	0.440275	73.121619
50439717	0.507539	73.121745
50440651	0.507602	73.122219
50442674	0.468503	73.123246
50444484	0.462128	73.124094
50445704	0.488902	73.124658
50446550	0.562270	73.125072
50446643	0.642959	73.125124
50446988	0.771414	73.125346
50447384	0.930203	73.125651
50451771	1.160448	73.129732
50452207	2.046802	73.130238
50455521	2.069090	73.137021
50456289	2.077450	73.138610
50456791	2.103942	73.139653
50457041	2.115637	73.140179
50457762	2.089751	73.141704
50458020	1.095003	73.142243
50461477	1.422191	73.146029
50463231	1.473315	73.148523
50464439	1.576078	73.150303
50464482	1.576088	73.150371
50464496	1.672342	73.150393
50468819	1.634721	73.157623
50468933	1.599080	73.157809
50471468	1.350533	73.161863
50472042	1.046227	73.162638
50472468	1.046226	73.163083
50472712	1.046878	73.163339
50473177	0.934894	73.163826
50473396	0.865488	73.164030
50473618	0.779402	73.164222
50474857	0.753212	73.165188
50474943	0.741807	73.165253
50475522	0.564503	73.165682
50478828	0.565548	73.167549
50479044	0.566387	73.167671
50479856	0.566285	73.168131
50480108	0.566079	73.168273
50480926	0.565835	73.168736
50482126	0.565873	73.169415
50484329	0.982179	73.170662
50484405	1.662667	73.170737
50484893	1.989540	73.171548
50485026	2.004315	73.171813
50485793	2.004253	73.173350
50486592	3.920050	73.174951
50486689	8.352476	73.175332
50488153	15.512015	73.187560
50491713	15.505675	73.242782
50491946	15.500284	73.246395
50492121	15.409461	73.249108
50492235	2.724072	73.250864
50497419	1.756945	73.264986
50501281	1.731196	73.271771
50501485	0.757706	73.272125
50501544	0.202488	73.272169
50504446	0.202451	73.272757
50504737	0.202571	73.272816
50506668	0.600588	73.273207
50508139	0.782863	73.274090
50508331	0.818651	73.274241
50508672	1.866692	73.274520
50508702	3.693197	73.274576
50509196	5.758473	73.276400
50509917	5.724196	73.280552
50510019	5.683654	73.281136
50510258	4.103686	73.282494
50511374	0.386234	73.287074
50513405	0.386124	73.287859
50514461	0.400076	73.288266
50515273	0.547797	73.288591
50515459	0.660286	73.288693
50515843	0.972857	73.288947
50517329	0.932985	73.290392
50517777	0.918931	73.290810
50518226	0.686610	73.291223
50518239	0.445374	73.291232
50518723	0.436189	73.291447
50518815	0.428694	73.291488
50520191	0.356940	73.292077
50520473	0.279476	73.292178
50520838	0.261477	73.292280
50520879	0.243623	73.292291
50520943	0.231580	73.292306
50521775	0.231125	73.292499
50523433	1.107799	73.292882
50523880	0.449727	73.293377
50525067	0.398076	73.293911
50527818	0.176536	73.295006
50530501	0.221593	73.295480
50530651	0.201960	73.295513
50532598	0.058273	73.295906
50532782	0.002815	73.295917
50534582	0.002845	73.295922
50534909	0.003839	73.295923
50537901	1.197558	73.295935
50538265	0.002255	73.296371
50539413	0.018553	73.296373
50540349	0.018553	73.296391
50540674	0.007853	73.296397
50540766	0.003478	73.296397
50540951	0.001810	73.296398
50541416	0.001511	73.296399
50542122	0.001478	73.296400
50543760	0.001478	73.296402
50543846	0.001478	73.296402
50544000	0.001478	73.296403
50546666	0.001477	73.296407
50546797	0.001477	73.296407
50546844	0.001477	73.296407
50546868	0.001477	73.296407
50546900	0.001477	73.296407
50550321	0.001477	73.296412
50550808	0.001477	73.296413
50551824	0.001477	73.296414
50552278	0.001495	73.296415
50552736	0.001509	73.296416
50553514	0.005495	73.296417
50554054	0.501969	73.296420
50554259	0.515159	73.296523
50555486	0.250806	73.297155
50555635	0.247447	73.297192
50555686	0.533768	73.297205
50555825	1.550631	73.297279
50556001	0.732102	73.297552
50556262	0.010024	73.297743
50556331	0.006225	73.297744
50556487	0.005862	73.297745
50556736	0.005862	73.297746
50556787	0.005859	73.297746
50557235	0.005859	73.297749
50557407	0.005859	73.297750
50557463	0.005857	73.297750
50557840	0.005857	73.297752
50558406	0.005857	73.297756
50559247	0.005899	73.297761
50559838	0.320880	73.297764
50559953	0.644898	73.297801
50560769	0.783657	73.298327
50561302	0.366280	73.298745
50561456	0.012746	73.298801
50562803	0.013544	73.298819
50562945	0.018102	73.298820
50563140	0.548240	73.298824
50563708	0.548231	73.299135
50564145	0.360964	73.299375
50564181	0.031260	73.299388
50564535	0.032936	73.299399
50564750	0.192543	73.299406
50565314	0.219965	73.299515
50565367	0.220161	73.299526
50565583	0.014312	73.299574
50565974	0.014312	73.299580
50566781	0.127177	73.299591
50566835	0.300231	73.299598
50568067	0.516935	73.299968
50568395	0.010731	73.300137
50568846	0.008405	73.300142
50568906	0.006983	73.300143
50569667	0.006349	73.300148
50569790	0.006175	73.300149
50570138	0.006175	73.300151
50570283	0.006175	73.300152
50570852	0.006175	73.300155
50570953	0.006175	73.300156
50571034	0.006175	73.300157
50571121	0.006168	73.300157
50572406	0.006168	73.300165
50572473	0.006168	73.300165
50573036	0.006168	73.300169
50573081	0.006168	73.300169
50573223	0.006168	73.300170
50574388	0.006176	73.300177
50575360	0.044537	73.300183
50575399	0.119413	73.300185
50575596	0.238988	73.300208
50575634	0.363174	73.300218
50577521	0.188890	73.300903
50577613	0.011387	73.300920
50578304	0.058491	73.300928
50578450	0.128659	73.300937
50578503	0.222758	73.300943
50578813	0.360348	73.301013
50579203	0.360348	73.301153
50581299	0.232602	73.301908
50581391	0.185077	73.301930
50581707	0.185077	73.301988
50581890	0.178856	73.302022
50582046	0.175384	73.302050
50582075	0.175313	73.302055
50582237	0.172763	73.302083
50582550	0.169927	73.302138
50582626	0.166514	73.302150
50583682	0.162100	73.302326
50584201	0.446566	73.302410
50584248	0.440187	73.302431
50584261	0.674201	73.302437
50584416	0.489348	73.302542
50585442	0.182780	73.303044
50585528	0.181037	73.303059
50586063	0.179884	73.303156
50586415	0.181804	73.303220
50586803	0.355169	73.303290
50586867	0.617224	73.303313
50586987	0.766064	73.303387
50587979	1.584034	73.304147
50588131	1.961694	73.304388
50588313	0.515681	73.304745
50588708	0.508137	73.304948
50589196	0.085532	73.305196
50590037	0.087266	73.305268
50590471	0.086501	73.305306
50591683	0.086501	73.305411
50592517	0.093109	73.305483
50595435	0.093004	73.305755
50595842	0.092666	73.305793
50596911	0.093269	73.305892
50597545	0.094077	73.305951
50599466	0.121040	73.306132
50600488	0.642866	73.306255
50600638	4.934323	73.306352
50600789	13.592706	73.307097
50601063	13.536909	73.310821
50601246	3.133149	73.313298
50601319	0.896959	73.313527
